token,Headword,orth,gram,SenseNumber,sentence,author_surname,date,title,slug_obra,page_num
folhas,folha,folha,plural,1,"Lê-se nalgumas descripçoẽs de plantas herbaceas e levantadas:
									caule sem  [[b]]folhas[[/b]], ou nu
									de folhas (caulis
									aphyllus, s. nudus) hastea bifolia, hastea folhosa; mas estes
									termos saõ ambiguos e improprios, porque no primeiro cazo o
									tronco he huma hastea, e no segundo he hum caule.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,22
folhas,folha,folha,plural,1,"Lê-se nalgumas descripçoẽs de plantas herbaceas e levantadas:
									caule sem  [[b]]folhas[[/b]], ou nu
									de folhas (caulis
									aphyllus, s. nudus) hastea bifolia, hastea folhosa; mas estes
									termos saõ ambiguos e improprios, porque no primeiro cazo o
									tronco he huma hastea, e no segundo he hum caule.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,22
folhas,folha,folha,plural,1,"Pela mesma razaõ me parece taõbem ser desnecessario dizer: hastea
									sem [[b]]folhas[[/b]] (scapus
									aphyllus).",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,22
folha,folha,folha,,1,"Algumas especies de Osmunda tem hastea e espique ao mesmo tempo,
									segundo alguns autores, mas como neste cazo a [[b]]folha[[/b]]
									naõ fructifica, parece que se deve conservar o nome de peciolo
									ao seu pé, dar o nome de hasteas aos pedunculos radicaes, e
									chamar simplesmente pedunculos aos que nascem do espique muito
									acima da superficie da terra.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,22
folhas,folha,folha,plural,1,"As plantas, cujo tronco he huma hastea, tem ordinariamente  [[b]]folhas[[/b]] radicaes.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,22
bracteas,bráctea,brácteas,plural,1,"A hastea pode ter escamas, estipulas, e [[b]]bracteas[[/b]]; mas naõ folhas, alias seria hum caule.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,22
folhas,folha,folha,plural,1,"A hastea pode ter escamas, estipulas, e bracteas; mas naõ [[b]]folhas[[/b]], alias seria hum caule.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,22
folhas,folha,folha,plural,1,"O colmo (culmus) he huma especie de tronco proprio dos gramineos, e
							plantas analogas a elles, como he o do trigo, caneira, junco, &c. em
							humas plantas he occo, em outras esponjoso, ou geniculado ou sem nos,
							com  [[b]]folhas[[/b]] ou sem ellas,
							ramoso, ou simplicissimo, herbaceo ou arbustivo; em huma palavra, he
							huma hastea ou caule a que os Botanicos quizeraõ dar o nome de colmo por
							ser hum tronco dos grames, e plantas que lhes saõ naturalmente analogas 
								Donde resulta que para naõ errarmos nas descripçoẽs que fizermos,
									dando o nome de caule ou hastea a huma planta que tem colmo, he
									precizo termos ideas claras dos caracteres principaes que
									constituem a familia natural dos gramineos; ainda que naõ he
									este o proprio lugar de fallar nesta materia, direi contudo de
									passagem que os principaes caractéres desta familia consistem
									nas  folhas planas,
									lineares, pontudas, flexiveis, em forma de fitta, compostas de
									fibras parallelas, e ordinariamente envaginantes; os tegumentos
									dos organos sexuaes, chamados casulos, saõ certas escamas
									paleaceas denominadas valvulas, o calyx tem duas ordinariamente, e raras vezes huma,
									tres ou mais; a corolla tem ordinariamente duas valvulas, das
									quas a interior he menor, e raras vezes tem huma so; o fructo he
									huma  semente sem pericarpo (excepto o esparto,
									segundo Linneo), e a sua substancia he farinhosa.
							.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,22
folhas,folha,folha,plural,1,"Donde resulta que para naõ errarmos nas descripçoẽs que fizermos,
									dando o nome de caule ou hastea a huma planta que tem colmo, he
									precizo termos ideas claras dos caracteres principaes que
									constituem a familia natural dos gramineos; ainda que naõ he
									este o proprio lugar de fallar nesta materia, direi contudo de
									passagem que os principaes caractéres desta familia consistem
									nas  [[b]]folhas[[/b]] planas,
									lineares, pontudas, flexiveis, em forma de fitta, compostas de
									fibras parallelas, e ordinariamente envaginantes; os tegumentos
									dos organos sexuaes, chamados casulos, saõ certas escamas
									paleaceas denominadas valvulas, o calyx tem duas ordinariamente, e raras vezes huma,
									tres ou mais; a corolla tem ordinariamente duas valvulas, das
									quas a interior he menor, e raras vezes tem huma so; o fructo he
									huma  semente sem pericarpo (excepto o esparto,
									segundo Linneo), e a sua substancia he farinhosa.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,22
calyx,cálice,cálice,,1,"Donde resulta que para naõ errarmos nas descripçoẽs que fizermos,
									dando o nome de caule ou hastea a huma planta que tem colmo, he
									precizo termos ideas claras dos caracteres principaes que
									constituem a familia natural dos gramineos; ainda que naõ he
									este o proprio lugar de fallar nesta materia, direi contudo de
									passagem que os principaes caractéres desta familia consistem
									nas  folhas planas,
									lineares, pontudas, flexiveis, em forma de fitta, compostas de
									fibras parallelas, e ordinariamente envaginantes; os tegumentos
									dos organos sexuaes, chamados casulos, saõ certas escamas
									paleaceas denominadas valvulas, o [[b]]calyx[[/b]] tem duas ordinariamente, e raras vezes huma,
									tres ou mais; a corolla tem ordinariamente duas valvulas, das
									quas a interior he menor, e raras vezes tem huma so; o fructo he
									huma  semente sem pericarpo (excepto o esparto,
									segundo Linneo), e a sua substancia he farinhosa.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,22
semente,semente,semente,,1,"Donde resulta que para naõ errarmos nas descripçoẽs que fizermos,
									dando o nome de caule ou hastea a huma planta que tem colmo, he
									precizo termos ideas claras dos caracteres principaes que
									constituem a familia natural dos gramineos; ainda que naõ he
									este o proprio lugar de fallar nesta materia, direi contudo de
									passagem que os principaes caractéres desta familia consistem
									nas  folhas planas,
									lineares, pontudas, flexiveis, em forma de fitta, compostas de
									fibras parallelas, e ordinariamente envaginantes; os tegumentos
									dos organos sexuaes, chamados casulos, saõ certas escamas
									paleaceas denominadas valvulas, o calyx tem duas ordinariamente, e raras vezes huma,
									tres ou mais; a corolla tem ordinariamente duas valvulas, das
									quas a interior he menor, e raras vezes tem huma so; o fructo he
									huma  [[b]]semente[[/b]] sem pericarpo (excepto o esparto,
									segundo Linneo), e a sua substancia he farinhosa.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,22
folhas,folha,folha,plural,1,"Linneo da taõbem o nome de espique aos peciolos das [[b]]folhas[[/b]] das palmeiras, mas
									como ellos naõ elevaõ de modo algum a fructificaçaõ destes
									vegetaes, alguns modernos naõ admittem nellas esta especie de
									tronco, e conservaraõ o nome de peciolo aos seus pés, dando o
									nome de caule simplez ao troço, que se eleva sobre a terra,
									terminado no cume por folhas e fructificaçaõ em espadice.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,23
folhas,folha,folha,plural,1,"Linneo da taõbem o nome de espique aos peciolos das [[b]]folhas[[/b]] das palmeiras, mas
									como ellos naõ elevaõ de modo algum a fructificaçaõ destes
									vegetaes, alguns modernos naõ admittem nellas esta especie de
									tronco, e conservaraõ o nome de peciolo aos seus pés, dando o
									nome de caule simplez ao troço, que se eleva sobre a terra,
									terminado no cume por folhas e fructificaçaõ em espadice.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,23
raiz,raiz,raiz,,1,"Arbusteo ou arbustivo (fruticosus), quando pertence a huma
								[[b]]raiz[[/b]] lenhosa, da qual todos os annos brotaõ muitos
							troncos, que senaõ secçaõ nem morrem annualmente nem se elevaõ a altura
							das arvores
							ordinarias 
								He difficil de dar huma boa definicaõ dos arbustos e arvores,
									nascendo isto de que a divisaõ das plantas lenhosas em arbustos
									e arvores naõ he natural porquanto a  naturera naõ poz limites entre elles,
									mas taõ somente a opiniaõ do vulgo.
								Linneo diz que a unica destinçaõ que pode haver he de dar o nome
									de arvores ás que tem gomos, e o de arbustos ás que os
									naõ tem; a seguir este parecer, muitas arvores ficariaõ sendo
									arbustos, e muitos arbustos seriaõ arvores, o que naõ tem
									sido athe agora adoptado nas descripçoẽs botanicas.
							, como o da Sylva, roseira, alecrim, videira, hera, &c.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,24
arvores,árvore,árvores,plural,1,"Arbusteo ou arbustivo (fruticosus), quando pertence a huma
								raiz lenhosa, da qual todos os annos brotaõ muitos
							troncos, que senaõ secçaõ nem morrem annualmente nem se elevaõ a altura
							das [[b]]arvores[[/b]]
							ordinarias 
								He difficil de dar huma boa definicaõ dos arbustos e arvores,
									nascendo isto de que a divisaõ das plantas lenhosas em arbustos
									e arvores naõ he natural porquanto a  naturera naõ poz limites entre elles,
									mas taõ somente a opiniaõ do vulgo.
								Linneo diz que a unica destinçaõ que pode haver he de dar o nome
									de arvores ás que tem gomos, e o de arbustos ás que os
									naõ tem; a seguir este parecer, muitas arvores ficariaõ sendo
									arbustos, e muitos arbustos seriaõ arvores, o que naõ tem
									sido athe agora adoptado nas descripçoẽs botanicas.
							, como o da Sylva, roseira, alecrim, videira, hera, &c.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,24
arvores,árvore,árvores,plural,1,"He difficil de dar huma boa definicaõ dos arbustos e [[b]]arvores[[/b]],
									nascendo isto de que a divisaõ das plantas lenhosas em arbustos
									e arvores naõ he natural porquanto a  naturera naõ poz limites entre elles,
									mas taõ somente a opiniaõ do vulgo.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,24
arvores,árvore,árvores,plural,1,"He difficil de dar huma boa definicaõ dos arbustos e [[b]]arvores[[/b]],
									nascendo isto de que a divisaõ das plantas lenhosas em arbustos
									e arvores naõ he natural porquanto a  naturera naõ poz limites entre elles,
									mas taõ somente a opiniaõ do vulgo.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,24
arvores,árvore,árvores,plural,1,"Linneo diz que a unica destinçaõ que pode haver he de dar o nome
									de [[b]]arvores[[/b]] ás que tem gomos, e o de arbustos ás que os
									naõ tem; a seguir este parecer, muitas arvores ficariaõ sendo
									arbustos, e muitos arbustos seriaõ arvores, o que naõ tem
									sido athe agora adoptado nas descripçoẽs botanicas.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,24
arvores,árvore,árvores,plural,1,"Linneo diz que a unica destinçaõ que pode haver he de dar o nome
									de [[b]]arvores[[/b]] ás que tem gomos, e o de arbustos ás que os
									naõ tem; a seguir este parecer, muitas arvores ficariaõ sendo
									arbustos, e muitos arbustos seriaõ arvores, o que naõ tem
									sido athe agora adoptado nas descripçoẽs botanicas.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,24
arvores,árvore,árvores,plural,1,"Linneo diz que a unica destinçaõ que pode haver he de dar o nome
									de [[b]]arvores[[/b]] ás que tem gomos, e o de arbustos ás que os
									naõ tem; a seguir este parecer, muitas arvores ficariaõ sendo
									arbustos, e muitos arbustos seriaõ arvores, o que naõ tem
									sido athe agora adoptado nas descripçoẽs botanicas.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,24
raiz,raiz,raiz,,1,"Arboreo (arboreus), quando naõ perece durante muitos annos, tem hum troço
							lenhoso, e grosso, o qual se eleva altamente, nasce solitario e
							desacompanhado de outro, ou se tem outros ao seu lado  que nascem da mesma  [[b]]raiz[[/b]], saõ muito raros á proporçaõ
							dos que brota huma raiz arbustiva; taes saõ por ex. os do
							ulmeiro, pinheiro, choupos, &c.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,25
raiz,raiz,raiz,,1,"Arboreo (arboreus), quando naõ perece durante muitos annos, tem hum troço
							lenhoso, e grosso, o qual se eleva altamente, nasce solitario e
							desacompanhado de outro, ou se tem outros ao seu lado  que nascem da mesma  [[b]]raiz[[/b]], saõ muito raros á proporçaõ
							dos que brota huma raiz arbustiva; taes saõ por ex. os do
							ulmeiro, pinheiro, choupos, &c.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,25
arvores,árvore,árvores,plural,1,"Quando as [[b]]arvores[[/b]]
							se elevaõ athé a altura da estatura humana pouco mais ou menos, alguns
							autores costumaõ dar-lhes, o nome de arbusculos (arbuscula), para as
							destinguir das arvores summamente elevadas.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,25
arvores,árvore,árvores,plural,1,"Quando as [[b]]arvores[[/b]]
							se elevaõ athé a altura da estatura humana pouco mais ou menos, alguns
							autores costumaõ dar-lhes, o nome de arbusculos (arbuscula), para as
							destinguir das arvores summamente elevadas.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,25
folhas,folha,folha,plural,1,"Alguns o denominaõ grosso, delgado, curto, muito alto, grande,
									pequeno, comparando-o idealmente com as [[b]]folhas[[/b]] e outras partes da planta; mas
									estas ideas saõ vagas, a naõ declararmos juntamente a parte com
									que o comparamos.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,26
