token,Headword,orth,gram,SenseNumber,sentence,author_surname,date,title,page,slug_obra
antheras,antera,anteras,plural,1,"Dos que seguem a existencia da plantula seminal antes da
										madureza das antheras, huns pertendem que a dicta
										plantula para ser concebida naõ preciza de modo algum do pò
										das antheras, e que quando muito elle so pode servir
										para à sua nutriçaõ, que ella existe por epigenesia, isto he
										por huma geraçaõ propria; e sem acto de copula, sendo o seu
										nascimento meramente divido a huma virtude innata ao vegetal
										materno, e reunida com a faculdade vegetativa; elles
										confirmaõ esta assersaõ com as experiencias do sabio abbade
										Spalanzani, que assegura ter observado que o linho canamo,
										espinafres, e abobaras lhe deraõ sementes perfeitas, naõ
										obstante ter separado as plantas masculinas das femininas, e
										ter castrado todas as flores masculinas nas abobaras. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 182)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,182,compendio1brotero
antheras,antera,anteras,plural,1,"Outros dizem que a plantula seminal preexiste no humor
										gelatinoso de ovulo vegetal, e de tal sorte ja organizada,
										que he susceptivel de movimentos vitaes por meyo da aura que
										deve exhalar das antheras, e de huma substancia
										subtil que se acha no pistillo; outros com o celebre Haller
										dizem que ella he hum feto, que jaz no ovulo, como
										adormentado, mas que pode contudo ser despertado pelos
										effluvios subtilissimos, e cheirosos, que entrando pelas
										ramificaçoẽs do estylete ou estigma o irritaõ, excitando
										nelle hum movimento novo mais forte do que aquelle que tinha
										dantes; e que emfim sem embargo que este feto seja taõ
										minimo que senaõ pode perceber, naõ se deve porisso negar
										(cum ab invisibilitate ad inexistentiam minime concludendum
										sit). (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 182)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,182,compendio1brotero
antheras,antera,anteras,plural,1,"Nòs aindaque conheçamos
										que os ovulos saõ originarios dos gomos naõ sabemos contudo
										porque razaõ hum gomo muda de indole, quando passa a ser hum
										primordio de fructo, e deixa de crescer, ou so tem huma
										vegetaçaõ imperfeita, quando naõ he fecundado pela aura do
										pò das antheras. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 182)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,182,compendio1brotero
placenta,placenta,placenta,,1,"Este ponto he o corculo da semente As opinioẽs dos
									physiologistas a respeito do tempo em que a plantula seminal
									começou a existir nos ovulos vegetaes podem geralmente ser
									reduzidas a duas, a saber: a dos que pertendem que a plantula
									seminal entra no ovulo no tempo da fecundaçaõ, e a dos que dizem
									que ella existe no ovulo antes do dicto tempo. Entre os que
										seguem a primeira opiniaõ alguns pertendem que o po das
											antheras seja hum montaõ de plantulas seminaes
										minimas, e subtilissimas que passaõ aos ovulos pelas
										ramificaçoẽs do estylete ou estigma; Pontedera dizia que
										estas plantulas subtilissimas desciaõ pelo filete do estame
										ao receptaculo, e que deste passava aos ovulos; Blaire
										pensava que as dictas plantulas cahiaõ das antheras nos nectarios e passavaõ destes aos
										ovulos; outros asseguraraõ ter visto no pó das antheras hum montaõ de vermes subtilissimos, e
										pensaraõ que elles passavaõ aos ovulos e constituiaõ a
										plantula seminal; outros defenderaõ que a substancia oleosa
										das antheras, e estigmas reunida fazia hum mixto
										particular, o qual descendo aos ovulos nelles se vivificava,
										e constituia emfim em cada hum delles huma plantula
										seminal.
									Dos que seguem a existencia da plantula seminal antes da
										madureza das antheras, huns pertendem que a dicta
										plantula para ser concebida naõ preciza de modo algum do pò
										das antheras, e que quando muito elle so pode servir
										para à sua nutriçaõ, que ella existe por epigenesia, isto he
										por huma geraçaõ propria; e sem acto de copula, sendo o seu
										nascimento meramente divido a huma virtude innata ao vegetal
										materno, e reunida com a faculdade vegetativa; elles
										confirmaõ esta assersaõ com as experiencias do sabio abbade
										Spalanzani, que assegura ter observado que o linho canamo,
										espinafres, e abobaras lhe deraõ sementes perfeitas, naõ
										obstante ter separado as plantas masculinas das femininas, e
										ter castrado todas as flores masculinas nas abobaras.
									Outros dizem que a plantula seminal preexiste no humor
										gelatinoso de ovulo vegetal, e de tal sorte ja organizada,
										que he susceptivel de movimentos vitaes por meyo da aura que
										deve exhalar das antheras, e de huma substancia
										subtil que se acha no pistillo; outros com o celebre Haller
										dizem que ella he hum feto, que jaz no ovulo, como
										adormentado, mas que pode contudo ser despertado pelos
										effluvios subtilissimos, e cheirosos, que entrando pelas
										ramificaçoẽs do estylete ou estigma o irritaõ, excitando
										nelle hum movimento novo mais forte do que aquelle que tinha
										dantes; e que emfim sem embargo que este feto seja taõ
										minimo que senaõ pode perceber, naõ se deve porisso negar
										(cum ab invisibilitate ad inexistentiam minime concludendum
										sit).  Ainda que esta theoria parece ser de todas a mais
									provavel, naõ deixa contudo de ter ainda algumas obscuridades,
									occasionnadas pela difficuldade que havera sempre em saber o
									modo com que obra a aura seminal sobre o feto preexistente e o
									estado organico em que ella o acha. Nòs aindaque conheçamos
										que os ovulos saõ originarios dos gomos naõ sabemos contudo
										porque razaõ hum gomo muda de indole, quando passa a ser hum
										primordio de fructo, e deixa de crescer, ou so tem huma
										vegetaçaõ imperfeita, quando naõ he fecundado pela aura do
										pò das antheras.
								, e o fio he a sua cordinha  umbilical; os tegumentos vesiculares saõ comparados às membranas
								amnios, e chorion da placenta em que he envolvido o
								feto animal, e o fiuido gelatinoso he igualmente comparado ao humor
								que existe no amnios dos animaes viviparos, e à clara dos ovos
								apegados aos ovarios dos animaes oviparos (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 183)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,183,compendio1brotero
antheras,antera,anteras,plural,1,"As expertencias do abbade Spalanzani, que alguns costumaõ allegar
								contra estas assersoẽs tem athe agora sido consideradas pela maior
								parte dos Botanicos, como defeituosas; para que ellas podessem
								destruir a precedente theoria, seria precico que fossem repetidas
								por Botanicos imparciaes, e  verificadas com toda a exactidaõ; o que faz crer que nellas houve
								engano he ter confessado o mesmo sabio naturalista, que nunca podera
								obter sementes perfeitas da mercurial, e muitas outras plantas, sem
								que o pistillo fosse impregnado pelo pò das antheras. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 185)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,185,compendio1brotero
arvore,árvore,árvore,,1,"Alem disto huma plantula seminal separada das cotylédones
										jamais se podera enxertar, como se pode hum gomo arrancado
										da arvore. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 185)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,185,compendio1brotero
fecundante,fecundante,fecundante,,1,"Sceheffer diz que a
										propagaçaõ dos fungos he sujeita a leys occultas; que as
										suas sementes naõ nasceraõ como as das plantas perfeitas, e
										que saõ naturalmente capazes de germinar, como os bolbos,
										sem o concurso da materia  fecundante. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 186)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,186,compendio1brotero
membranosa,membranoso,membranoso,feminino singular,1,"Os tegumentos proprios da semente (tegumenta), são a substancia membranosa,
								que constituia parte dos ovulos do pistillo antes da fecundaçaõ, e
								que depois della tomando mais forte consistencia Os tegumentos
									internos tem sempre huma consistencia mais branda do que os
									externos, estes saõ algumas vezes coriaceos como se vê nas
									pevides da pera, melaõ, e laranja, outras vezes saõ lenhosos e
									durissimos, como os das nozes. fica envolvendo as
								cotyledones e plantula seminal, sem se abrir espontaneamente athe á
								germinaçaõ, ne se poder separar das partes que envolve sem as lezar,
								sem empedir a germinaçaõ Ainda que separemos com toda a
									cautella os tegumentos proprios de huma semente, a plantula
									seminal nem porisso deixa ordinariamente de perecer; e se por
									acazo succede germinar, ou vegeta pouco tempo perecendo antes de
									fructificar, ou se chega a fructificar os seus fructos e todas
									as suas outras partes seraõ mediocres, debeis, enfezadas e
									prezentaraõ sempre huma constituiçaõ degenerada, e bem
									differente da que teraõ outras da mesma especie, originarias de
									sementes illésas, semeadas ao mesmo tempo, e no mesmo terreno,
									ou lugar., ou ao menos sem causar graves danos à sua
								futura vegetaçaõ. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 187)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,187,compendio1brotero
fecundante,fecundante,fecundante,,1,"Sem embargo de que a cordinha umbilical seja, em algumas
										sementes, de huma fineza capillar, naõ se pode contudo negar
										que nella ha ao menos tres sortes de vazos 1º. os que servem
										á sua propria nutriçaõ, 2º os que levaõ a nutriçaõ á
										plantula seminal e cotylédones, 3º os que servem a levar a
										materia  fecundante, os quaes segundo Adanson
										saõ verdadeiras trachéas. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 190)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,190,compendio1brotero
succulentos,suculento,suculentos,masculino plural,1,"Hebenstreit diz que as sementes que se achaõ reelusas em
										pericarpos succulentos tiraõ a sua
										nutriçaõ da polpa sumarenta; mas esta assersaõ
										naõ se oppoem á theoria de que ás sementes saõ nutridas por
										meyo do cordaõ umbilical; nesta circumstancia pode ser que
										os tegumentos proprios recebaõ parte da sua nutriçaõ
										immediatamente da polpa, e parte por meyo do
										cordaõ umbilical, mas a plantula seminal, e cotyledones
										recebem toda a sua nutriçaõ immediatamente do cordaõ
										umbilical, e naõ immediatamente da casca contigua á 
											polpa
										succulenta. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 190)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,190,compendio1brotero
polpa,polpa,polpa,,1,"Hebenstreit diz que as sementes que se achaõ reelusas em
										pericarpos succulentos tiraõ a sua
										nutriçaõ da polpa sumarenta; mas esta assersaõ
										naõ se oppoem á theoria de que ás sementes saõ nutridas por
										meyo do cordaõ umbilical; nesta circumstancia pode ser que
										os tegumentos proprios recebaõ parte da sua nutriçaõ
										immediatamente da polpa, e parte por meyo do
										cordaõ umbilical, mas a plantula seminal, e cotyledones
										recebem toda a sua nutriçaõ immediatamente do cordaõ
										umbilical, e naõ immediatamente da casca contigua á 
											polpa
										succulenta. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 190)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,190,compendio1brotero
polpa,polpa,polpa,,1,"Hebenstreit diz que as sementes que se achaõ reelusas em
										pericarpos succulentos tiraõ a sua
										nutriçaõ da polpa sumarenta; mas esta assersaõ
										naõ se oppoem á theoria de que ás sementes saõ nutridas por
										meyo do cordaõ umbilical; nesta circumstancia pode ser que
										os tegumentos proprios recebaõ parte da sua nutriçaõ
										immediatamente da polpa, e parte por meyo do
										cordaõ umbilical, mas a plantula seminal, e cotyledones
										recebem toda a sua nutriçaõ immediatamente do cordaõ
										umbilical, e naõ immediatamente da casca contigua á 
											polpa
										succulenta. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 190)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,190,compendio1brotero
polpa,polpa,polpa,,1,"Hebenstreit diz que as sementes que se achaõ reelusas em
										pericarpos succulentos tiraõ a sua
										nutriçaõ da polpa sumarenta; mas esta assersaõ
										naõ se oppoem á theoria de que ás sementes saõ nutridas por
										meyo do cordaõ umbilical; nesta circumstancia pode ser que
										os tegumentos proprios recebaõ parte da sua nutriçaõ
										immediatamente da polpa, e parte por meyo do
										cordaõ umbilical, mas a plantula seminal, e cotyledones
										recebem toda a sua nutriçaõ immediatamente do cordaõ
										umbilical, e naõ immediatamente da casca contigua á 
											polpa
										succulenta. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 190)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,190,compendio1brotero
